6.309573444801926112e-02,2.865120269663780014e-02,6.309573444801926112e-02,2.865120269663780014e-02,6.738627168030936199e-01,2.682695795279726320e-03,2.682695795279726320e-03,5.907837911587941401e-03,3.059949687207193514e-01,2.682695795279726320e-03,2.202201949987374490e-06,2.351952635070961282e-05,5.531681197617226067e-04,2.682695795279726320e-03,2.682695795279726320e-03,1.218187912010115781e-03,5.907837911587941401e-03,2.682695795279726320e-03,1.140624923851320363e-04,6.309573444801926112e-02,2.202201949987374490e-06,4.849693428528201916e-06,5.179474679231213177e-05,1.140624923851320363e-04
1.301025216910829674e-02,5.907837911587941401e-03,5.907837911587941401e-03,3.059949687207193514e-01,1.301025216910829674e-02,5.179474679231213177e-05,4.849693428528201916e-06,2.682695795279726320e-03,2.682695795279726320e-03,2.865120269663780014e-02,1.301025216910829674e-02,1.218187912010115781e-03,1.000000000000000378e-06,1.140624923851320363e-04,6.738627168030936199e-01,5.179474679231213177e-05,5.179474679231213177e-05,3.059949687207193514e-01,6.738627168030936199e-01,2.865120269663780014e-02,1.218187912010115781e-03,1.068000432514575716e-05,2.511886431509577377e-04,5.179474679231213177e-05
5.179474679231213177e-05,5.179474679231213177e-05,1.301025216910829674e-02,6.738627168030936199e-01,2.682695795279726320e-03,1.218187912010115781e-03,2.682695795279726320e-03,1.000000000000000378e-06,6.738627168030936199e-01,1.218187912010115781e-03,1.301025216910829674e-02,1.483981788967564608e+00,1.218187912010115781e-03,2.682695795279726320e-03,2.682695795279726320e-03,1.218187912010115781e-03,5.531681197617226067e-04,5.907837911587941401e-03,1.218187912010115781e-03,1.068000432514575716e-05,6.738627168030936199e-01,1.218187912010115781e-03,2.682695795279726320e-03,3.059949687207193514e-01
6.309573444801926112e-02,1.140624923851320363e-04,2.682695795279726320e-03,1.218187912010115781e-03,2.351952635070961282e-05,1.218187912010115781e-03,2.682695795279726320e-03,6.309573444801926112e-02,1.389495494373137741e-01,3.059949687207193514e-01,2.865120269663780014e-02,5.179474679231213177e-05,1.000000000000000378e-06,5.531681197617226067e-04,1.218187912010115781e-03,2.202201949987374490e-06,2.682695795279726320e-03,1.000000000000000378e-06,5.531681197617226067e-04,2.682695795279726320e-03,5.907837911587941401e-03,1.301025216910829674e-02,5.907837911587941401e-03,1.218187912010115781e-03
2.865120269663780014e-02,2.682695795279726320e-03,1.140624923851320363e-04,1.389495494373137741e-01,1.389495494373137741e-01,1.218187912010115781e-03,5.907837911587941401e-03,2.682695795279726320e-03,1.218187912010115781e-03,1.218187912010115781e-03,6.309573444801926112e-02,1.068000432514575716e-05,2.682695795279726320e-03,5.531681197617226067e-04,6.309573444801926112e-02,2.682695795279726320e-03,6.309573444801926112e-02,5.531681197617226067e-04,5.179474679231213177e-05,1.218187912010115781e-03,1.068000432514575716e-05,2.511886431509577377e-04,1.218187912010115781e-03,2.682695795279726320e-03
1.389495494373137741e-01,1.301025216910829674e-02,2.682695795279726320e-03,4.849693428528201916e-06,2.682695795279726320e-03,1.068000432514575716e-05,5.907837911587941401e-03,5.907837911587941401e-03,5.907837911587941401e-03,6.738627168030936199e-01,6.738627168030936199e-01,1.218187912010115781e-03,1.389495494373137741e-01,1.218187912010115781e-03,1.389495494373137741e-01,2.682695795279726320e-03,1.068000432514575716e-05,1.218187912010115781e-03,1.140624923851320363e-04,4.849693428528201916e-06,2.682695795279726320e-03,2.682695795279726320e-03,2.682695795279726320e-03,4.849693428528201916e-06
5.907837911587941401e-03,1.000000000000000378e-06,1.218187912010115781e-03,2.682695795279726320e-03,5.531681197617226067e-04,4.849693428528201916e-06,2.351952635070961282e-05,1.301025216910829674e-02,5.907837911587941401e-03,1.000000000000000378e-06,1.389495494373137741e-01,5.531681197617226067e-04,2.351952635070961282e-05,2.682695795279726320e-03,2.682695795279726320e-03,1.483981788967564608e+00,1.301025216910829674e-02,1.218187912010115781e-03,3.268027589410122058e+00,2.351952635070961282e-05,5.179474679231213177e-05,2.682695795279726320e-03,1.068000432514575716e-05,1.389495494373137741e-01
5.531681197617226067e-04,5.179474679231213177e-05,2.682695795279726320e-03,1.218187912010115781e-03,1.218187912010115781e-03,2.511886431509577377e-04,3.059949687207193514e-01,2.865120269663780014e-02,1.218187912010115781e-03,1.000000000000000378e-06,5.907837911587941401e-03,2.202201949987374490e-06,1.483981788967564608e+00,2.511886431509577377e-04,5.907837911587941401e-03,1.140624923851320363e-04,1.389495494373137741e-01,2.682695795279726320e-03,5.179474679231213177e-05,5.179474679231213177e-05,4.849693428528201916e-06,5.907837911587941401e-03,4.849693428528201916e-06,2.202201949987374490e-06
1.068000432514575716e-05,2.865120269663780014e-02,1.068000432514575716e-05,2.682695795279726320e-03,6.738627168030936199e-01,2.682695795279726320e-03,3.059949687207193514e-01,2.351952635070961282e-05,2.351952635070961282e-05,4.849693428528201916e-06,1.218187912010115781e-03,1.483981788967564608e+00,6.738627168030936199e-01,1.218187912010115781e-03,1.000000000000000378e-06,1.000000000000000378e-06,2.351952635070961282e-05,5.907837911587941401e-03,1.218187912010115781e-03,6.738627168030936199e-01,1.068000432514575716e-05,1.068000432514575716e-05,5.531681197617226067e-04,1.140624923851320363e-04
3.059949687207193514e-01,5.179474679231213177e-05,1.301025216910829674e-02,5.907837911587941401e-03,1.218187912010115781e-03,1.483981788967564608e+00,3.059949687207193514e-01,2.511886431509577377e-04,2.682695795279726320e-03,3.268027589410122058e+00,5.531681197617226067e-04,1.389495494373137741e-01,2.202201949987374490e-06,2.202201949987374490e-06,2.682695795279726320e-03,1.389495494373137741e-01,4.849693428528201916e-06,1.218187912010115781e-03,6.309573444801926112e-02,5.907837911587941401e-03,5.907837911587941401e-03,2.682695795279726320e-03,2.682695795279726320e-03,5.179474679231213177e-05
